route_id,passenger_id,passenger_name,individual_name,is_wheelchair,wheelchair_count,non_wheelchair_count,pickup_stop_id,dropoff_stop_id,planned_pickup_time,planned_dropoff_time,actual_pickup_time,actual_dropoff_time,total_ride_time_min,direct_drive_time_min,detour_time_min,dropoff_delay_min
R030,863,乘客765,乘客765跟車,否,0,1,402,337,08:35,09:00,08:14,08:48,34.0,21.0,4.0,0.0
R030,219,乘客186,乘客186,否,0,1,123,387,09:20,09:35,09:13,09:26,13.0,11.0,0.0,0.0
R030,219,乘客186,乘客187,否,0,1,123,387,09:20,09:35,09:13,09:26,13.0,11.0,0.0,0.0
R030,795,乘客698,乘客698,否,0,1,373,600,10:00,10:25,09:48,10:04,16.0,15.0,0.0,0.0
R031,1752,乘客1492,乘客1492,是,1,0,712,600,07:00,08:45,07:00,08:49,109.0,50.0,44.0,4.0
R031,1752,乘客1492,乘客1492跟車,否,0,1,712,600,07:00,08:45,07:00,08:49,109.0,50.0,44.0,4.0
R031,1754,乘客1493,乘客1493,是,1,0,713,749,07:15,08:35,07:12,08:37,85.0,53.0,25.0,2.0
R031,1757,乘客1495,乘客1495,是,1,0,715,792,07:50,09:10,07:44,09:14,90.0,50.0,30.0,4.0
R031,1758,乘客1496,乘客1496,是,1,0,716,420,09:20,09:40,09:32,09:47,15.0,11.0,0.0,7.0
R031,1758,乘客1496,乘客1496跟車,否,0,1,716,420,09:20,09:40,09:32,09:47,15.0,11.0,0.0,7.0
R032,2327,乘客1973,乘客1973,是,1,0,794,756,07:15,08:45,06:57,08:23,86.0,32.0,41.0,0.0
R032,2346,乘客1988,乘客1988,否,0,1,955,178,08:00,09:00,07:20,08:45,85.0,34.0,38.0,0.0
R032,2330,乘客1975,乘客1975,是,1,0,951,314,08:00,09:10,07:50,09:09,79.0,33.0,30.0,0.0
R032,2332,乘客1977,乘客1977,是,1,0,952,314,08:35,09:10,08:16,09:09,53.0,21.0,21.0,0.0
R032,2332,乘客1977,乘客1977跟車,否,0,1,952,314,08:35,09:10,08:16,09:09,53.0,21.0,21.0,0.0
R032,26,乘客23,乘客23,否,0,1,38,1008,09:10,09:50,09:31,09:54,23.0,22.0,0.0,4.0
R033,2104,乘客1798,乘客1798,否,0,1,861,868,07:10,07:50,06:57,07:51,54.0,44.0,7.0,1.0
R033,2328,乘客1974,乘客1974,否,0,1,950,314,07:30,09:10,07:16,08:52,96.0,36.0,48.0,0.0
R033,2328,乘客1974,乘客1974跟車,否,0,1,950,314,07:30,09:10,07:16,08:52,96.0,36.0,48.0,0.0
R033,2081,乘客1778,乘客1778,是,1,0,849,534,08:15,08:50,08:22,08:41,19.0,15.0,0.0,0.0
R033,2081,乘客1778,乘客1778跟車,否,0,1,849,534,08:15,08:50,08:22,08:41,19.0,15.0,0.0,0.0
R033,2106,乘客1800,乘客1800,否,0,1,863,201,09:30,10:15,09:04,09:53,49.0,22.0,17.0,0.0
R033,2107,乘客1801,乘客1801,是,1,0,864,201,09:40,10:15,09:17,09:53,36.0,21.0,9.0,0.0
R033,2108,乘客1802,乘客1802,否,0,1,865,201,09:50,10:15,09:26,09:53,27.0,22.0,0.0,0.0
R034,1733,乘客1475,乘客1475,否,0,1,704,707,07:10,07:45,06:54,07:49,55.0,32.0,20.0,4.0
R034,1542,乘客1317,乘客1317,否,0,1,484,376,07:15,07:40,07:17,07:42,25.0,24.0,0.0,2.0
R034,1734,乘客1476,乘客1476,是,1,0,705,1109,08:00,09:10,08:08,09:08,60.0,19.0,22.0,0.0
R034,1735,乘客1477,乘客1477,是,1,0,569,520,08:10,08:55,08:21,08:55,34.0,17.0,9.0,0.0
R034,1736,乘客1478,乘客1478,是,1,0,706,1109,08:40,09:10,08:43,09:08,25.0,11.0,4.0,0.0
R034,1736,乘客1478,乘客1478跟車,否,0,1,706,1109,08:40,09:10,08:43,09:08,25.0,11.0,4.0,0.0
R034,1280,乘客1103,乘客1103,否,0,1,544,157,09:10,10:10,09:17,09:50,33.0,8.0,22.0,0.0
R034,1022,乘客889,乘客889,否,0,1,447,157,09:10,10:20,09:35,09:50,15.0,13.0,0.0,0.0
R035,1732,乘客1474,乘客1474,是,1,0,703,578,07:00,08:30,06:40,07:36,56.0,22.0,29.0,0.0
R035,1665,乘客1416,乘客1416,否,0,1,682,175,07:40,08:05,07:02,07:18,16.0,15.0,0.0,0.0
R035,1666,乘客1417,乘客1417,否,0,1,683,521,08:30,09:05,08:03,08:47,44.0,17.0,24.0,0.0
R035,1225,乘客1063,乘客1063,否,0,1,524,1083,08:30,09:05,08:17,08:54,37.0,11.0,23.0,0.0
R035,1667,乘客1418,乘客1418,否,0,1,684,521,08:35,09:05,08:31,09:01,30.0,15.0,12.0,0.0
R035,1072,乘客928,乘客928,否,0,1,468,157,09:35,10:10,09:19,09:35,16.0,6.0,2.0,0.0
R035,1073,乘客929,乘客929,是,1,0,469,157,10:00,10:10,09:27,09:35,8.0,4.0,0.0,0.0
R036,1180,乘客1025,乘客1025,否,0,1,507,1080,07:10,08:05,06:49,07:53,64.0,42.0,16.0,0.0
R036,978,乘客855,乘客855,否,0,1,433,288,07:25,08:20,07:05,08:16,71.0,34.0,30.0,0.0
R036,363,乘客308,乘客308,是,1,0,182,222,07:55,08:40,07:26,08:34,68.0,26.0,33.0,0.0
R036,1149,乘客994,乘客994,否,0,1,497,387,08:15,08:45,08:02,08:45,43.0,11.0,23.0,0.0
R036,1085,乘客941,乘客941,否,0,1,405,387,08:20,08:50,08:25,08:45,20.0,8.0,7.0,0.0
R036,1086,乘客942,乘客942,否,0,1,405,476,08:20,09:25,08:25,09:15,50.0,17.0,25.0,0.0
R036,979,乘客856,乘客856,否,0,1,405,346,08:30,09:15,08:25,08:54,29.0,9.0,14.0,0.0
R036,1088,乘客944,乘客944,否,0,1,380,259,09:15,10:15,09:03,09:47,44.0,11.0,25.0,0.0
R036,365,乘客310,乘客310,否,0,1,184,521,09:30,09:55,09:27,09:38,11.0,8.0,0.0,0.0
R036,366,乘客311,乘客311,否,0,1,184,521,09:40,09:55,09:27,09:38,11.0,8.0,0.0,0.0
R036,366,乘客311,乘客312,否,0,1,184,521,09:40,09:55,09:27,09:38,11.0,8.0,0.0,0.0
R037,2273,乘客1932,乘客1932,是,1,0,924,930,06:40,07:25,06:04,07:20,76.0,57.0,11.0,0.0
R037,1583,乘客1349,乘客1349,是,1,0,654,947,07:00,07:50,06:17,07:40,83.0,40.0,36.0,0.0
R037,1584,乘客1350,乘客1350,否,0,1,655,948,07:10,08:15,06:22,08:16,114.0,47.0,54.0,1.0
R037,1369,乘客1182,乘客1182,是,1,0,580,211,07:50,09:00,07:53,08:34,41.0,17.0,17.0,0.0
R037,1717,乘客1463,乘客1463,否,0,1,698,826,08:10,09:30,08:04,08:42,38.0,15.0,16.0,0.0
R037,1717,乘客1463,乘客1463跟車,否,0,1,698,826,08:10,09:30,08:04,08:42,38.0,15.0,16.0,0.0
R037,1586,乘客1352,乘客1352,否,0,1,657,210,08:20,09:50,08:23,09:03,40.0,13.0,14.0,0.0
R037,1588,乘客1354,乘客1354,是,1,0,659,210,09:35,09:50,08:55,09:03,8.0,4.0,0.0,0.0
R038,2147,乘客1833,乘客1833,否,0,1,882,880,07:05,07:40,07:02,07:32,30.0,29.0,0.0,0.0
R038,557,乘客484,乘客484,是,1,0,272,191,08:00,09:40,07:57,09:28,91.0,26.0,40.0,0.0
R038,560,乘客486,乘客486,是,1,0,274,277,08:25,08:55,08:13,08:48,35.0,11.0,12.0,0.0
R038,560,乘客486,乘客486跟車,否,0,1,274,277,08:25,08:55,08:13,08:48,35.0,11.0,12.0,0.0
R038,562,乘客487,乘客487,是,1,0,275,277,08:45,08:55,08:26,08:48,22.0,6.0,8.0,0.0
R038,1204,乘客1043,乘客1043,否,0,1,514,258,08:50,10:30,08:33,09:54,81.0,24.0,37.0,0.0
R038,563,乘客488,乘客488,是,1,0,275,276,09:10,09:55,08:59,09:40,41.0,24.0,10.0,0.0
R038,563,乘客488,乘客488跟車,否,0,1,275,276,09:10,09:55,08:59,09:40,41.0,24.0,10.0,0.0
R039,703,乘客608,乘客608,否,0,1,123,222,07:15,08:20,07:01,07:38,37.0,11.0,22.0,0.0
R039,719,乘客623,乘客623,否,0,1,339,221,07:25,08:55,07:15,08:31,76.0,33.0,35.0,0.0
R039,720,乘客624,乘客624,否,0,1,340,222,07:40,08:10,07:25,07:38,13.0,11.0,0.0,0.0
R039,722,乘客626,乘客626,否,0,1,342,221,08:20,08:55,07:48,08:31,43.0,34.0,5.0,0.0
R039,723,乘客627,乘客627,否,0,1,343,221,08:30,08:55,07:55,08:31,36.0,33.0,0.0,0.0
R039,215,乘客182,乘客182,否,0,1,121,387,08:55,09:35,08:44,09:33,49.0,13.0,23.0,0.0
R039,215,乘客182,乘客183,否,0,1,121,387,08:55,09:35,08:44,09:33,49.0,13.0,23.0,0.0
R039,217,乘客184,乘客184,是,1,0,122,387,09:10,09:35,08:57,09:33,36.0,11.0,17.0,0.0
R039,217,乘客184,乘客185,否,0,1,122,387,09:10,09:35,08:57,09:33,36.0,11.0,17.0,0.0
R039,725,乘客629,乘客629,否,0,1,345,387,09:15,09:35,09:15,09:33,18.0,11.0,0.0,0.0
R039,1315,乘客1137,乘客1137,是,1,0,558,559,09:35,09:55,09:50,09:59,9.0,6.0,0.0,4.0
R040,2091,乘客1787,乘客1787,否,0,1,854,784,07:35,09:20,07:11,08:55,104.0,31.0,55.0,0.0
R040,2092,乘客1788,乘客1788,是,1,0,855,748,07:50,09:00,07:23,08:45,82.0,31.0,38.0,0.0
R040,2437,乘客2055,乘客2055,否,0,1,995,1001,08:15,09:25,07:37,09:17,100.0,31.0,55.0,0.0
R040,2439,乘客2057,乘客2057,否,0,1,997,1000,08:40,08:50,07:55,08:05,10.0,9.0,0.0,0.0
R040,2094,乘客1790,乘客1790,是,1,0,857,748,08:50,09:00,08:26,08:45,19.0,13.0,0.0,0.0
R040,2095,乘客1791,乘客1791,是,1,0,858,860,09:45,10:00,09:50,10:02,12.0,8.0,0.0,2.0
R040,2095,乘客1791,乘客1791跟車,否,0,1,858,860,09:45,10:00,09:50,10:02,12.0,8.0,0.0,2.0
R041,1744,乘客1484,乘客1484,否,0,1,708,386,07:05,08:40,06:48,08:19,91.0,42.0,45.0,0.0
R041,1368,乘客1181,乘客1181,否,0,1,579,976,07:10,07:40,07:11,07:43,32.0,31.0,0.0,3.0
R041,1182,乘客1027,乘客1027,否,0,1,122,975,08:15,08:55,08:01,08:29,28.0,17.0,9.0,0.0
R041,1295,乘客1118,乘客1118,否,0,1,550,850,09:00,10:15,08:58,09:46,48.0,22.0,19.0,0.0
R041,1296,乘客1119,乘客1119,否,0,1,551,850,09:30,10:15,09:14,09:46,32.0,17.0,9.0,0.0
R041,1297,乘客1120,乘客1120,否,0,1,552,850,09:45,10:15,09:26,09:46,20.0,13.0,2.0,0.0
R041,1298,乘客1121,乘客1121,否,0,1,553,850,10:00,10:15,09:38,09:46,8.0,4.0,0.0,0.0
R042,1051,乘客913,乘客913,是,1,0,461,460,07:05,07:35,06:55,07:17,22.0,19.0,0.0,0.0
R042,1052,乘客914,乘客914,是,1,0,462,211,07:45,09:00,07:27,08:12,45.0,11.0,17.0,0.0
R042,1370,乘客1183,乘客1183,是,1,0,581,211,08:05,09:00,07:42,08:12,30.0,13.0,4.0,0.0
R042,1053,乘客915,乘客915,是,1,0,463,211,08:25,09:00,07:52,08:12,20.0,11.0,0.0,0.0
R042,1171,乘客1016,乘客1016,否,0,1,504,211,09:00,09:40,08:21,08:40,19.0,8.0,9.0,0.0
R042,1587,乘客1353,乘客1353,否,0,1,658,210,09:15,09:50,08:33,09:08,35.0,8.0,24.0,0.0
R042,1056,乘客918,乘客918,否,0,1,324,191,09:45,10:25,08:52,09:55,63.0,21.0,33.0,0.0
R042,1057,乘客919,乘客919,是,1,0,466,191,09:50,10:25,09:29,09:55,26.0,22.0,0.0,0.0
R043,1828,乘客1558,乘客1558,否,0,1,750,201,07:10,08:05,07:04,07:42,38.0,19.0,16.0,0.0
R043,1829,乘客1559,乘客1559,否,0,1,751,201,07:30,08:05,07:27,07:42,15.0,13.0,0.0,0.0
R043,1831,乘客1561,乘客1561,是,1,0,753,191,08:20,09:10,07:54,09:06,72.0,32.0,25.0,0.0
R043,2350,乘客1991,乘客1991,是,1,0,321,540,08:35,08:50,08:15,08:37,22.0,17.0,0.0,0.0
R043,2350,乘客1991,乘客1991跟車,否,0,1,321,540,08:35,08:50,08:15,08:37,22.0,17.0,0.0,0.0
R043,2350,乘客1991,乘客1991跟車,否,0,1,321,540,08:35,08:50,08:15,08:37,22.0,17.0,0.0,0.0
R043,1832,乘客1562,乘客1562,否,0,1,754,158,08:55,09:40,08:57,09:26,29.0,13.0,8.0,0.0
R043,1833,乘客1563,乘客1563,是,1,0,471,61,09:20,09:50,09:12,09:40,28.0,15.0,9.0,0.0
R043,1834,乘客1564,乘客1564,是,1,0,755,185,10:00,10:15,09:50,10:04,14.0,11.0,0.0,0.0
R044,210,乘客178,乘客178,是,1,0,117,116,06:40,07:10,06:45,07:11,26.0,22.0,0.0,1.0
R044,210,乘客178,乘客178跟車,否,0,1,117,116,06:40,07:10,06:45,07:11,26.0,22.0,0.0,1.0
R044,2119,乘客1813,乘客1813,是,1,0,872,179,07:30,07:55,07:26,07:46,20.0,17.0,0.0,0.0
R044,1585,乘客1351,乘客1351,是,1,0,656,477,08:00,08:35,07:58,08:39,41.0,11.0,17.0,4.0
R044,1715,乘客1462,乘客1462,是,1,0,697,534,08:00,08:55,08:09,09:00,51.0,17.0,18.0,5.0
R044,1715,乘客1462,乘客1462跟車,否,0,1,697,534,08:00,08:55,08:09,09:00,51.0,17.0,18.0,5.0
R044,1719,乘客1464,乘客1464,是,1,0,699,534,08:20,08:55,08:23,09:00,37.0,17.0,9.0,5.0
R044,1719,乘客1464,乘客1464跟車,否,0,1,699,534,08:20,08:55,08:23,09:00,37.0,17.0,9.0,5.0
R044,1089,乘客945,乘客945,是,1,0,472,259,09:30,10:15,09:22,09:38,16.0,6.0,4.0,0.0
R044,1089,乘客945,乘客946,否,0,1,472,259,09:30,10:15,09:22,09:38,16.0,6.0,4.0,0.0
R044,1091,乘客947,乘客947,否,0,1,473,259,09:40,10:15,09:27,09:38,11.0,6.0,0.0,0.0
R045,88,乘客75,乘客75,是,1,0,72,31,07:00,08:30,06:47,07:31,44.0,17.0,21.0,0.0
R045,88,乘客75,乘客75跟車,否,0,1,72,31,07:00,08:30,06:47,07:31,44.0,17.0,21.0,0.0
R045,57,乘客53,乘客53,否,0,1,55,1011,07:20,08:05,06:59,07:19,20.0,19.0,0.0,0.0
R045,2151,乘客1835,乘客1835,否,0,1,883,70,08:40,09:30,07:57,09:33,96.0,34.0,32.0,3.0
R045,2151,乘客1835,乘客1835跟車,否,0,1,883,70,08:40,09:30,07:57,09:33,96.0,34.0,32.0,3.0
R045,2153,乘客1836,乘客1836,是,1,0,884,70,08:50,09:30,08:10,09:33,83.0,34.0,24.0,3.0
R045,2153,乘客1836,乘客1836跟車,否,0,1,884,70,08:50,09:30,08:10,09:33,83.0,34.0,24.0,3.0
R045,2155,乘客1837,乘客1837,是,1,0,885,70,08:55,09:30,08:21,09:33,72.0,33.0,19.0,3.0
R045,2155,乘客1837,乘客1837跟車,否,0,1,885,70,08:55,09:30,08:21,09:33,72.0,33.0,19.0,3.0
R045,1701,乘客1453,乘客1453,是,1,0,693,70,09:05,09:30,08:53,09:33,40.0,26.0,0.0,3.0
R045,1701,乘客1453,乘客1453跟車,否,0,1,693,70,09:05,09:30,08:53,09:33,40.0,26.0,0.0,3.0
R045,1701,乘客1453,乘客1453跟車,否,0,1,693,70,09:05,09:30,08:53,09:33,40.0,26.0,0.0,3.0
R046,326,乘客275,乘客275,是,1,0,161,164,07:00,07:55,07:04,07:57,53.0,24.0,19.0,2.0
R046,328,乘客277,乘客277,是,1,0,163,452,07:25,07:45,07:23,07:45,22.0,19.0,0.0,0.0
R046,329,乘客278,乘客278,否,0,1,164,359,07:55,08:05,07:58,08:08,10.0,9.0,0.0,3.0
R046,639,乘客552,乘客552,是,1,0,306,160,08:35,08:55,08:22,08:48,26.0,15.0,5.0,0.0
R046,639,乘客552,乘客552跟車,否,0,1,306,160,08:35,08:55,08:22,08:48,26.0,15.0,5.0,0.0
R046,774,乘客676,乘客676,否,0,1,366,160,08:35,08:55,08:34,08:48,14.0,9.0,0.0,0.0
R046,330,乘客279,乘客279,否,0,1,165,170,08:55,09:45,09:13,09:42,29.0,17.0,7.0,0.0
R046,333,乘客282,乘客282,是,1,0,168,185,09:25,10:15,09:32,10:00,28.0,15.0,9.0,0.0
R047,1611,乘客1373,乘客1373,是,1,0,667,131,07:00,08:20,06:59,08:13,74.0,39.0,23.0,0.0
R047,1611,乘客1373,乘客1374,否,0,1,667,131,07:00,08:20,06:59,08:13,74.0,39.0,23.0,0.0
R047,2393,乘客2024,乘客2024,否,0,1,970,109,07:35,08:45,07:20,08:36,76.0,28.0,35.0,0.0
R047,2393,乘客2024,乘客2024跟車,否,0,1,970,109,07:35,08:45,07:20,08:36,76.0,28.0,35.0,0.0
R047,2395,乘客2025,乘客2025,否,0,1,971,70,07:40,08:45,07:25,08:43,78.0,29.0,32.0,0.0
R047,2396,乘客2026,乘客2026,是,1,0,972,70,08:00,08:45,07:43,08:43,60.0,28.0,20.0,0.0
R047,2396,乘客2026,乘客2026跟車,否,0,1,972,70,08:00,08:45,07:43,08:43,60.0,28.0,20.0,0.0
R047,25,乘客22,乘客22,否,0,1,37,115,08:25,08:55,08:25,08:57,32.0,15.0,9.0,2.0
R047,2398,乘客2027,乘客2027,是,1,0,973,41,09:25,10:05,09:18,09:57,39.0,17.0,17.0,0.0
R047,2399,乘客2028,乘客2028,否,0,1,974,430,09:40,09:50,09:32,09:39,7.0,6.0,0.0,0.0
R048,2255,乘客1917,乘客1917,是,1,0,916,914,07:00,07:45,06:31,07:10,39.0,31.0,4.0,0.0
R048,24,乘客21,乘客21,否,0,1,36,45,07:40,08:00,06:38,07:35,57.0,26.0,27.0,0.0
R048,558,乘客485,乘客485,是,1,0,273,276,08:05,09:55,07:59,09:19,80.0,24.0,29.0,0.0
R048,558,乘客485,乘客485跟車,否,0,1,273,276,08:05,09:55,07:59,09:19,80.0,24.0,29.0,0.0
R048,389,乘客332,乘客332,否,0,1,193,578,08:15,09:20,08:10,09:01,51.0,15.0,23.0,0.0
R048,389,乘客332,乘客332跟車,否,0,1,193,578,08:15,09:20,08:10,09:01,51.0,15.0,23.0,0.0
R048,681,乘客592,乘客592,是,1,0,322,276,08:45,09:55,08:23,09:19,56.0,17.0,19.0,0.0
R048,681,乘客592,乘客592跟車,否,0,1,322,276,08:45,09:55,08:23,09:19,56.0,17.0,19.0,0.0
R048,683,乘客593,乘客593,是,1,0,323,276,08:55,09:55,08:34,09:19,45.0,17.0,13.0,0.0
R048,683,乘客593,乘客593跟車,否,0,1,323,276,08:55,09:55,08:34,09:19,45.0,17.0,13.0,0.0
R048,523,乘客450,乘客450,否,0,1,255,374,09:05,10:25,08:44,09:29,45.0,8.0,22.0,0.0
R049,2174,乘客1851,乘客1851,是,1,0,220,681,07:00,07:45,07:04,07:43,39.0,36.0,0.0,0.0
R049,707,乘客612,乘客612,否,0,1,333,1047,08:00,08:55,08:21,08:55,34.0,17.0,13.0,0.0
R049,707,乘客612,乘客612跟車,否,0,1,333,1047,08:00,08:55,08:21,08:55,34.0,17.0,13.0,0.0
R049,599,乘客515,乘客515,否,0,1,290,276,08:20,09:55,08:34,09:57,83.0,36.0,28.0,2.0
R049,599,乘客515,乘客515跟車,否,0,1,290,276,08:20,09:55,08:34,09:57,83.0,36.0,28.0,2.0
R049,601,乘客516,乘客516,是,1,0,291,909,08:55,09:40,09:14,09:38,24.0,21.0,0.0,0.0
R049,602,乘客517,乘客517,是,1,0,291,276,08:55,09:55,09:14,09:57,43.0,26.0,8.0,2.0
R049,602,乘客517,乘客517跟車,否,0,1,291,276,08:55,09:55,09:14,09:57,43.0,26.0,8.0,2.0
R050,1681,乘客1430,乘客1430,是,1,0,685,59,07:00,07:40,06:47,07:27,40.0,26.0,9.0,0.0
R050,1681,乘客1430,乘客1430跟車,否,0,1,685,59,07:00,07:40,06:47,07:27,40.0,26.0,9.0,0.0
R050,189,乘客161,乘客161,否,0,1,110,43,07:00,08:50,07:14,08:17,63.0,28.0,26.0,0.0
R050,1684,乘客1432,乘客1432,否,0,1,687,33,08:10,08:30,07:35,07:54,19.0,17.0,0.0,0.0
R050,1684,乘客1432,乘客1432跟車,否,0,1,687,33,08:10,08:30,07:35,07:54,19.0,17.0,0.0,0.0
R050,2115,乘客1809,乘客1809,是,1,0,47,915,09:00,09:40,08:30,09:25,55.0,34.0,14.0,0.0
R050,1686,乘客1433,乘客1433,是,1,0,687,578,09:20,09:45,09:03,09:43,40.0,24.0,10.0,0.0
R051,2316,乘客1963,乘客1963,否,0,1,943,61,07:00,08:30,06:48,08:10,82.0,34.0,36.0,0.0
R051,2317,乘客1964,乘客1964,否,0,1,944,61,07:15,08:30,06:58,08:10,72.0,36.0,25.0,0.0
R051,2318,乘客1965,乘客1965,否,0,1,945,61,07:45,08:30,07:18,08:10,52.0,26.0,16.0,0.0
R051,792,乘客695,乘客695,是,1,0,370,61,08:05,08:20,07:51,08:10,19.0,13.0,0.0,0.0
R051,2319,乘客1966,乘客1966,否,0,1,946,600,08:40,09:10,08:22,09:15,53.0,26.0,17.0,5.0
R051,2320,乘客1967,乘客1967,否,0,1,914,600,08:50,09:10,08:39,09:15,36.0,17.0,11.0,5.0
R051,2320,乘客1967,乘客1967跟車,否,0,1,914,600,08:50,09:10,08:39,09:15,36.0,17.0,11.0,5.0
R051,1067,乘客925,乘客925,是,1,0,196,185,08:50,10:30,08:55,09:36,41.0,9.0,25.0,0.0
R051,1067,乘客925,乘客925跟車,否,0,1,196,185,08:50,10:30,08:55,09:36,41.0,9.0,25.0,0.0
R052,44,乘客41,乘客41,是,1,0,47,901,07:00,07:40,06:50,07:19,29.0,17.0,8.0,0.0
R052,45,乘客42,乘客42,否,0,1,48,53,07:10,08:55,06:59,08:38,99.0,36.0,47.0,0.0
R052,1683,乘客1431,乘客1431,否,0,1,686,133,07:45,08:50,07:37,08:04,27.0,4.0,15.0,0.0
R052,46,乘客43,乘客43,是,1,0,49,133,08:00,08:30,07:49,08:04,15.0,11.0,0.0,0.0
R052,47,乘客44,乘客44,否,0,1,50,53,08:50,08:55,08:16,08:38,22.0,8.0,11.0,0.0
R052,1545,乘客1320,乘客1320,否,0,1,645,31,08:50,10:20,08:25,09:23,58.0,26.0,23.0,0.0
R052,48,乘客45,乘客45,是,1,0,51,42,09:40,10:25,08:58,09:45,47.0,26.0,14.0,0.0
R052,48,乘客45,乘客45跟車,否,0,1,51,42,09:40,10:25,08:58,09:45,47.0,26.0,14.0,0.0
R052,50,乘客46,乘客46,否,0,1,52,42,10:00,10:25,09:14,09:45,31.0,17.0,8.0,0.0
R053,254,乘客212,乘客212,是,1,0,135,1023,07:15,07:50,07:19,07:54,35.0,32.0,0.0,4.0
R053,73,乘客64,乘客64,是,1,0,63,32,07:50,09:50,08:26,09:42,76.0,26.0,39.0,0.0
R053,74,乘客65,乘客65,否,0,1,64,32,08:00,09:50,08:36,09:42,66.0,26.0,30.0,0.0
R053,75,乘客66,乘客66,否,0,1,65,32,08:10,09:50,08:45,09:42,57.0,26.0,22.0,0.0
R053,76,乘客67,乘客67,否,0,1,66,31,08:50,09:50,08:59,09:45,46.0,19.0,18.0,0.0
R053,77,乘客68,乘客68,否,0,1,67,32,09:05,09:50,09:09,09:50,41.0,17.0,13.0,0.0
R053,78,乘客69,乘客69,否,0,1,68,32,09:25,09:50,09:23,09:50,27.0,11.0,6.0,0.0
R053,79,乘客70,乘客70,否,0,1,69,32,09:30,09:50,09:28,09:50,22.0,9.0,4.0,0.0
R054,346,乘客294,乘客294,是,1,0,174,701,07:15,07:40,07:18,07:34,16.0,13.0,0.0,0.0
R054,349,乘客297,乘客297,否,0,1,176,540,08:15,08:45,07:52,08:25,33.0,13.0,10.0,0.0
R054,350,乘客298,乘客298,是,1,0,177,540,08:30,08:45,08:14,08:25,11.0,6.0,0.0,0.0
R054,350,乘客298,乘客298跟車,否,0,1,177,540,08:30,08:45,08:14,08:25,11.0,6.0,0.0,0.0
R054,619,乘客533,乘客533,是,1,0,299,394,08:50,09:10,08:49,09:06,17.0,13.0,0.0,0.0
R054,619,乘客533,乘客533跟車,否,0,1,299,394,08:50,09:10,08:49,09:06,17.0,13.0,0.0,0.0
R054,2418,乘客2043,乘客2043,是,1,0,961,201,09:15,09:35,09:25,09:39,14.0,11.0,0.0,4.0
R054,480,乘客409,乘客409,否,0,1,232,237,09:40,10:10,10:04,10:19,15.0,8.0,2.0,9.0
R054,481,乘客410,乘客410,否,0,1,233,237,10:00,10:10,10:14,10:19,5.0,2.0,0.0,9.0
R054,481,乘客410,乘客411,否,0,1,233,237,10:00,10:10,10:14,10:19,5.0,2.0,0.0,9.0
R055,1166,乘客1011,乘客1011,是,1,0,501,211,07:05,08:50,07:09,08:46,97.0,28.0,38.0,0.0
R055,1167,乘客1012,乘客1012,是,1,0,502,139,07:25,08:20,07:30,08:14,44.0,24.0,4.0,0.0
R055,1168,乘客1013,乘客1013,是,1,0,157,139,07:50,08:20,07:46,08:14,28.0,19.0,0.0,0.0
R055,1168,乘客1013,乘客1014,是,1,0,157,139,07:50,08:20,07:46,08:14,28.0,19.0,0.0,0.0
R055,268,乘客224,乘客224,否,0,1,144,292,08:20,09:40,08:24,09:04,40.0,11.0,11.0,0.0
R055,1170,乘客1015,乘客1015,是,1,0,503,211,08:40,08:50,08:34,08:46,12.0,6.0,0.0,0.0
R055,1172,乘客1017,乘客1017,是,1,0,505,211,09:10,09:40,08:55,09:19,24.0,2.0,15.0,0.0
R055,1172,乘客1017,乘客1018,是,1,0,505,211,09:10,09:40,08:55,09:19,24.0,2.0,15.0,0.0
R056,1394,乘客1207,乘客1207,否,0,1,590,486,07:15,08:15,07:06,08:04,58.0,21.0,32.0,0.0
R056,1394,乘客1207,乘客1207跟車,否,0,1,590,486,07:15,08:15,07:06,08:04,58.0,21.0,32.0,0.0
R056,1396,乘客1208,乘客1208,否,0,1,353,486,07:50,08:15,07:24,08:04,40.0,11.0,25.0,0.0
R056,1348,乘客1163,乘客1163,否,0,1,571,311,07:50,09:50,07:46,09:11,85.0,26.0,39.0,0.0
R056,1247,乘客1080,乘客1080,是,1,0,533,853,08:40,09:05,08:25,08:47,22.0,19.0,0.0,0.0
R056,1452,乘客1242,乘客1242,是,1,0,613,615,09:10,09:25,09:00,09:08,8.0,4.0,0.0,0.0
R056,1452,乘客1242,乘客1242跟車,否,0,1,613,615,09:10,09:25,09:00,09:08,8.0,4.0,0.0,0.0
R056,643,乘客555,乘客555,是,1,0,309,312,09:50,10:30,09:21,09:43,22.0,8.0,7.0,0.0
R056,1186,乘客1031,乘客1031,是,1,0,511,866,10:00,10:40,09:31,10:03,32.0,17.0,9.0,0.0
R057,2381,乘客2013,乘客2013,是,1,0,262,770,07:00,08:40,06:46,08:24,98.0,39.0,40.0,0.0
R057,1814,乘客1545,乘客1545,是,1,0,740,785,08:00,08:35,07:23,07:59,36.0,8.0,16.0,0.0
R057,1815,乘客1546,乘客1546,否,0,1,741,764,08:05,09:30,07:30,08:55,85.0,22.0,40.0,0.0
R057,1816,乘客1547,乘客1547,是,1,0,742,793,08:15,09:00,07:43,08:37,54.0,22.0,21.0,0.0
R057,1817,乘客1548,乘客1548,是,1,0,742,726,08:15,10:10,07:43,09:29,106.0,33.0,49.0,0.0
